NAME	TITLE	SCORE	
CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:2599]	7.3491464E-7	
XRCC6P5	X-ray repair cross complementing 6 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:45187]	7.348327E-7	
BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13229]	7.3481533E-7	
LMX1B	LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]	7.339401E-7	
CHEK2	checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]	7.33246E-7	
DICER1-AS1	DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]	7.3291284E-7	
MS4A14	membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]	7.327051E-7	
FAM210A	family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346]	7.320306E-7	
FBXL14	F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]	7.3166683E-7	
DNMBP-AS1	DNMBP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20431]	7.3159043E-7	
POM121B	POM121 transmembrane nucleoporin B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:34004]	7.310911E-7	
RRP7A	ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]	7.3084226E-7	
SCARNA13	small Cajal body-specific RNA 13 [Source:HGNC Symbol;Acc:HGNC:32570]	7.2926025E-7	
DNAJC22	DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]	7.28172E-7	
ETNPPL	ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404]	7.281648E-7	
LYSMD2	LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]	7.28151E-7	
XRCC2	X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]	7.2815004E-7	
CHMP3-AS1	CHMP3 and RNF103 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55795]	7.280556E-7	
ELMO1	engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]	7.27856E-7	
TEDC1	tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]	7.271945E-7	
PSMC1P9	proteasome 26S subunit, ATPase 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:39784]	7.2688755E-7	
PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]	7.250647E-7	
RNA5SP174	RNA, 5S ribosomal pseudogene 174 [Source:HGNC Symbol;Acc:HGNC:43074]	7.245976E-7	
LINC01948	long intergenic non-protein coding RNA 1948 [Source:HGNC Symbol;Acc:HGNC:52772]	7.2455066E-7	
SNX10	sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]	7.242476E-7	
LPAR5	lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]	7.242316E-7	
CTNNB1	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	7.2420823E-7	
FMNL3	formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]	7.2383915E-7	
HEPHL1	hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]	7.2371813E-7	
H2BC11	H2B clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4761]	7.235843E-7	
TMSB4XP4	TMSB4X pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:11886]	7.2315976E-7	
DNAH12	dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]	7.22754E-7	
DOK3	docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]	7.2258996E-7	
CDCA7	cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]	7.2249253E-7	
C1orf50-AS1	C1orf50 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41212]	7.212195E-7	
CCDC144BP	coiled-coil domain containing 144B, pseudogene [Source:HGNC Symbol;Acc:HGNC:26704]	7.211551E-7	
RPL6P26	ribosomal protein L6 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36152]	7.205928E-7	
PNPT1P1	polyribonucleotide nucleotidyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44468]	7.1869806E-7	
ENSG00000230736	novel transcript	7.186485E-7	
MUC6	mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]	7.1852025E-7	
HMGB3P22	high mobility group box 3 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:39314]	7.184587E-7	
ENSG00000233030	novel transcript, antisense to FCGR1A	7.175979E-7	
ITCH	itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]	7.1710457E-7	
SCART1	scavenger receptor family member expressed on T cells 1 [Source:HGNC Symbol;Acc:HGNC:32411]	7.16748E-7	
RPL22	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]	7.160263E-7	
SNORD104	small nucleolar RNA, C/D box 104 [Source:HGNC Symbol;Acc:HGNC:32768]	7.154572E-7	
HLF	HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]	7.145278E-7	
MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:24140]	7.14041E-7	
LINC01182	long intergenic non-protein coding RNA 1182 [Source:HGNC Symbol;Acc:HGNC:49564]	7.137938E-7	
LINC01521	long intergenic non-protein coding RNA 1521 [Source:HGNC Symbol;Acc:HGNC:26029]	7.13664E-7	
ZFP92	ZFP92 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12865]	7.1342714E-7	
CARD11	caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]	7.134126E-7	
TMED4	transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]	7.131607E-7	
C14orf132	chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]	7.125386E-7	
COL25A1	collagen type XXV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18603]	7.1222354E-7	
FTH1P3	ferritin heavy chain 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3990]	7.1158786E-7	
FANCD2P2	FANCD2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44488]	7.1046094E-7	
LINC01431	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]	7.100648E-7	
PSME2P4	proteasome activator subunit 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:30157]	7.097406E-7	
TAS2R14	taste 2 receptor member 14 [Source:HGNC Symbol;Acc:HGNC:14920]	7.0963966E-7	
MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]	7.0954394E-7	
ARL6IP1P3	ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44972]	7.0949875E-7	
STYX	serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]	7.0920976E-7	
C2CD6	C2 calcium dependent domain containing 6 [Source:HGNC Symbol;Acc:HGNC:14438]	7.092056E-7	
PCDHA6	protocadherin alpha 6 [Source:HGNC Symbol;Acc:HGNC:8672]	7.0907015E-7	
PCAT7	prostate cancer associated transcript 7 [Source:HGNC Symbol;Acc:HGNC:48824]	7.0884914E-7	
HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4954]	7.083587E-7	
LOXHD1	lipoxygenase homology PLAT domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]	7.0799155E-7	
CSPG5	chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]	7.078794E-7	
LINC02940	long intergenic non-protein coding RNA 2940 [Source:HGNC Symbol;Acc:HGNC:55955]	7.078627E-7	
VIM-AS1	VIM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44879]	7.076363E-7	
MRE11P1	MRE11 homolog, double strand break repair nuclease pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7231]	7.0657387E-7	
XKR4	XK related 4 [Source:HGNC Symbol;Acc:HGNC:29394]	7.060462E-7	
SORT1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	7.058271E-7	
RPL34P16	ribosomal protein L34 (RPL34) pseudogene	7.0580927E-7	
CCDC34	coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]	7.0576937E-7	
LINC02985	long intergenic non-protein coding RNA 2985 [Source:HGNC Symbol;Acc:HGNC:56073]	7.051803E-7	
ENSG00000225032	novel transcript	7.046008E-7	
C10orf71-AS1	C10orf71 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45007]	7.045587E-7	
ACTR3BP5	ACTR3B pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38682]	7.0423516E-7	
EBAG9P1	EBAG9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45233]	7.041361E-7	
ANXA2R	annexin A2 receptor [Source:HGNC Symbol;Acc:HGNC:33463]	7.0377155E-7	
CLDN14	claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]	7.035603E-7	
HAMP	hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:15598]	7.035127E-7	
ZFYVE19	zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]	7.0344686E-7	
IGFBP2	insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]	7.033481E-7	
NPTN	neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]	7.0233284E-7	
TOR1AIP1	torsin 1A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29456]	7.0191965E-7	
MIR200B	microRNA 200b [Source:HGNC Symbol;Acc:HGNC:31579]	7.015976E-7	
ANKRD20A4P	ankyrin repeat domain 20 family member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:31982]	7.0152424E-7	
CAP2	cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]	7.014323E-7	
SYT17	synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]	7.0135457E-7	
TUBB7P	tubulin beta 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:12413]	7.0108786E-7	
CALB1	calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434]	7.009803E-7	
SSR4P1	signal sequence receptor subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23131]	7.0076146E-7	
PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	7.007288E-7	
PPP6C	protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]	7.0070575E-7	
PTPRR	protein tyrosine phosphatase receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]	7.006456E-7	
TAT	tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]	6.9983923E-7	
URAHP	urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:HGNC:43695]	6.996203E-7	
UBAC2-AS1	UBAC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42502]	6.9942405E-7	
GALNT9-AS1	GALNT9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56353]	6.9909987E-7	
LRRC4B	leucine rich repeat containing 4B [Source:HGNC Symbol;Acc:HGNC:25042]	6.9849807E-7	
TIGD1	tigger transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:14523]	6.984845E-7	
SYNE4	spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]	6.980592E-7	
DYNLT4	dynein light chain Tctex-type 4 [Source:HGNC Symbol;Acc:HGNC:32315]	6.9767816E-7	
CERS1	ceramide synthase 1 [Source:HGNC Symbol;Acc:HGNC:14253]	6.974747E-7	
MPHOSPH10P2	MPHOSPH10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55688]	6.9747244E-7	
LINC00942	long intergenic non-protein coding RNA 942 [Source:HGNC Symbol;Acc:HGNC:48636]	6.9736575E-7	
BMP5	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]	6.9631835E-7	
TRIB1	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]	6.957629E-7	
GLT1D1	glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483]	6.9550543E-7	
FLACC1	flagellum associated containing coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:14439]	6.9546115E-7	
PRICKLE2-AS2	PRICKLE2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40917]	6.9465926E-7	
LINC00994	long intergenic non-protein coding RNA 994 [Source:HGNC Symbol;Acc:HGNC:48949]	6.9465807E-7	
ERCC5	ERCC excision repair 5, endonuclease [Source:HGNC Symbol;Acc:HGNC:3437]	6.941964E-7	
RPS15AP5	ribosomal protein S15a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23743]	6.933839E-7	
PHF11	PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]	6.932998E-7	
INSYN2B	inhibitory synaptic factor family member 2B [Source:HGNC Symbol;Acc:HGNC:37271]	6.930556E-7	
FKBP6P2	FK506 binding protein 6, 36kDa (FKBP6 ) pseudogene	6.9300586E-7	
FSIP2	fibrous sheath interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:21675]	6.9260943E-7	
EP400P1	EP400 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26602]	6.924085E-7	
LINC02878	long intergenic non-protein coding RNA 2878 [Source:HGNC Symbol;Acc:HGNC:54524]	6.922899E-7	
MICD	MHC class I polypeptide-related sequence D (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7093]	6.915925E-7	
MIR186	microRNA 186 [Source:HGNC Symbol;Acc:HGNC:31557]	6.9145784E-7	
UNC93B5	unc-93 homolog B5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:34051]	6.9098877E-7	
TCP11L2	t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]	6.907042E-7	
HNRNPA1P27	heterogeneous nuclear ribonucleoprotein A1 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:39545]	6.903651E-7	
E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	6.900229E-7	
TPRKBP1	TP53RK binding protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44943]	6.8976834E-7	
CATSPERG	cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]	6.897517E-7	
ZNF492	zinc finger protein 492 [Source:HGNC Symbol;Acc:HGNC:23707]	6.89172E-7	
TMED2-DT	TMED2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53346]	6.8857116E-7	
GALNT10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]	6.885157E-7	
SETDB2	SET domain bifurcated histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:20263]	6.883478E-7	
THAP12P7	THAP domain containing 12 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39574]	6.86991E-7	
CNTNAP3	contactin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:13834]	6.865745E-7	
AIMP1P1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16543]	6.864884E-7	
TSPAN32	tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]	6.8637416E-7	
LINC00862	long intergenic non-protein coding RNA 862 [Source:HGNC Symbol;Acc:HGNC:21901]	6.8470075E-7	
HDAC2-AS2	HDAC2 and HS3ST5 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43590]	6.8461947E-7	
RPL13P5	ribosomal protein L13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30363]	6.8377534E-7	
RAD54B	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	6.837164E-7	
PRPS1P2	phosphoribosyl pyrophosphate synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9464]	6.83298E-7	
SPDYE16	speedy/RINGO cell cycle regulator family member E16 [Source:HGNC Symbol;Acc:HGNC:51512]	6.8285425E-7	
EMC8	ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864]	6.8258277E-7	
EML6	EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412]	6.8223227E-7	
PRKAR1B-AS1	PRKAR1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40470]	6.81249E-7	
FAM13C	family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371]	6.7989725E-7	
LLPH	LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]	6.796778E-7	
ACVR2B-AS1	ACVR2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44161]	6.791026E-7	
HIC1	HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]	6.7783145E-7	
C2orf73	chromosome 2 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:26861]	6.7747067E-7	
NEXN-AS1	NEXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31983]	6.7715877E-7	
RDH12	retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]	6.770072E-7	
SKOR1	SKI family transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:21326]	6.7599785E-7	
ABCC13	ATP binding cassette subfamily C member 13 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16022]	6.758847E-7	
C1orf116	chromosome 1 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28667]	6.752042E-7	
TMEM88	transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]	6.749973E-7	
PCSK2	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]	6.748802E-7	
NUSAP1	nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]	6.74736E-7	
RPS11P7	ribosomal protein S11 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36724]	6.7411514E-7	
METTL2A	methyltransferase 2A, methylcytidine [Source:HGNC Symbol;Acc:HGNC:25755]	6.7392034E-7	
CEMIP	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]	6.7343865E-7	
C1QTNF12	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]	6.7335685E-7	
CLEC3B	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]	6.731848E-7	
PKDREJ	polycystin family receptor for egg jelly [Source:HGNC Symbol;Acc:HGNC:9015]	6.7318103E-7	
DMTF1-AS1	DMTF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55864]	6.725173E-7	
SUMO2P21	SUMO2 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:55054]	6.723104E-7	
MPPED2-AS1	MPPED2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53909]	6.714976E-7	
IRAK3	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	6.7134283E-7	
GPR32	G protein-coupled receptor 32 [Source:HGNC Symbol;Acc:HGNC:4487]	6.7096346E-7	
CYCSP55	CYCS pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:21252]	6.7087876E-7	
TFPI2	tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]	6.696775E-7	
SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]	6.693828E-7	
PSMD6-AS2	PSMD6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:44125]	6.690758E-7	
SOX7	SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]	6.6896E-7	
FHIP1A-DT	FHIP1A divergent transcript [Source:HGNC Symbol;Acc:HGNC:53123]	6.6884286E-7	
ANGPTL8	angiopoietin like 8 [Source:HGNC Symbol;Acc:HGNC:24933]	6.686234E-7	
SLC7A4	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	6.6801454E-7	
FDPSP4	farnesyl diphosphate synthase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:3635]	6.679985E-7	
LSAMP	limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]	6.679766E-7	
SLC38A3	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	6.671323E-7	
FAM107A	family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827]	6.6691376E-7	
MTND4P26	MT-ND4 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:42213]	6.661038E-7	
IMPDH1	inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]	6.6534477E-7	
SACS-AS1	SACS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39835]	6.6509585E-7	
CPED1	cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]	6.647767E-7	
DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	6.6443874E-7	
L1CAM	L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]	6.640116E-7	
SPDYE18	speedy/RINGO cell cycle regulator family member E18 [Source:HGNC Symbol;Acc:HGNC:51514]	6.6323764E-7	
OOEPP2	OOEP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54934]	6.6308047E-7	
GPRASP3	G protein-coupled receptor associated sorting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29353]	6.6302584E-7	
CDC26	cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]	6.6286987E-7	
H2AZ1	H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]	6.6252176E-7	
FIGN	fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]	6.622101E-7	
HSD17B7P2	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]	6.61573E-7	
SNORD116-1	small nucleolar RNA, C/D box 116-1 [Source:HGNC Symbol;Acc:HGNC:33067]	6.612253E-7	
RPS15AP12	ribosomal protein S15a pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36759]	6.6056157E-7	
C3orf14	chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]	6.6050774E-7	
TPI1	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]	6.595514E-7	
RPL7P46	ribosomal protein L7 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:36706]	6.595271E-7	
SMCO2	single-pass membrane protein with coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:34448]	6.583893E-7	
RNF34	ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297]	6.583447E-7	
ERICH2-DT	ERICH2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55686]	6.574051E-7	
ST7-AS1	ST7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16000]	6.573176E-7	
GAS5	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]	6.57312E-7	
POPDC3	popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]	6.559227E-7	
EIF4A1P7	eukaryotic translation initiation factor 4A1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37926]	6.5579786E-7	
ATP6V1B1	ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]	6.5578047E-7	
STXBP5L	syntaxin binding protein 5L [Source:HGNC Symbol;Acc:HGNC:30757]	6.5560306E-7	
CACNA1F	calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]	6.5533794E-7	
POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	6.552939E-7	
CACNA1A	calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]	6.5496897E-7	
CFAP57	cilia and flagella associated protein 57 [Source:HGNC Symbol;Acc:HGNC:26485]	6.547685E-7	
SLC13A1	solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916]	6.538403E-7	
GPAM	glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]	6.53786E-7	
SHISA8	shisa family member 8 [Source:HGNC Symbol;Acc:HGNC:18351]	6.533185E-7	
MTRF1LP1	mitochondrial translational release factor 1 like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50611]	6.5280136E-7	
FAF2P1	Fas associated factor family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45172]	6.518957E-7	
SCMH1-DT	SCMH1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55675]	6.51868E-7	
FSD1	fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]	6.515457E-7	
SATB2-AS1	SATB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26490]	6.507484E-7	
TAFA2	TAFA chemokine like family member 2 [Source:HGNC Symbol;Acc:HGNC:21589]	6.4966997E-7	
TPTEP1	TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]	6.493713E-7	
GOT1-DT	GOT1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55848]	6.48688E-7	
NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21576]	6.48558E-7	
THADA	THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]	6.4835007E-7	
RPL9P25	ribosomal protein L9 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36112]	6.4820557E-7	
DNLZ	DNL-type zinc finger [Source:HGNC Symbol;Acc:HGNC:33879]	6.474301E-7	
TLR6	toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]	6.473503E-7	
TMEM161BP1	transmembrane protein 161B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44973]	6.4701754E-7	
TNFSF8	TNF superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11938]	6.4695536E-7	
RPUSD2	RNA pseudouridine synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]	6.464835E-7	
HHATL	hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]	6.462296E-7	
RNF5	ring finger protein 5 [Source:HGNC Symbol;Acc:HGNC:10068]	6.45994E-7	
RASA4EP	RAS p21 protein activator 4 (RASA4) pseudogene	6.4504303E-7	
FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	6.4493224E-7	
CSPG4BP	chondroitin sulfate proteoglycan family member 4B, pseudogene [Source:HGNC Symbol;Acc:HGNC:51505]	6.446512E-7	
H4C10P	H4 clustered histone 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:4786]	6.444742E-7	
DDC	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	6.436751E-7	
BRINP1	BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]	6.435626E-7	
UNC5C	unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]	6.431306E-7	
